EmployeeNumber,Department,JobRole,MonthlyIncome,PerformanceRating,YearsAtCompany,Bonus,Deductions,NetSalary,PerformanceScore,Deduction
716,Research & Development,Laboratory Technician,3221.0,3.0,20.0,322.1,161.05,3382.0499999999997,100.0,161.05
717,Research & Development,Healthcare Representative,8621.0,3.0,8.0,862.1,431.05,9052.050000000001,76.0,431.05
720,Sales,Sales Executive,4577.0,3.0,2.0,457.7000000000001,228.85,4805.849999999999,64.0,228.85000000000002
721,Research & Development,Healthcare Representative,4553.0,3.0,20.0,455.3,227.65,4780.650000000001,100.0,227.65
722,Sales,Sales Executive,5396.0,3.0,10.0,539.6,269.8,5665.8,80.0,269.8
723,Sales,Sales Executive,6796.0,3.0,4.0,679.6,339.8,7135.8,68.0,339.8
724,Research & Development,Healthcare Representative,7625.0,3.0,9.0,762.5,381.25,8006.25,78.0,381.25
725,Research & Development,Manufacturing Director,7412.0,3.0,9.0,741.2,370.6,7782.599999999999,78.0,370.6
727,Research & Development,Research Director,11159.0,3.0,7.0,1115.9,557.95,11716.949999999999,74.0,557.95
728,Sales,Sales Executive,4960.0,3.0,7.0,496.0,248.0,5208.0,74.0,248.0
729,Sales,Sales Executive,10475.0,4.0,18.0,1047.5,523.75,10998.75,116.0,523.75
730,Research & Development,Research Director,14814.0,3.0,5.0,1481.4,740.7,15554.699999999999,70.0,740.7
731,Human Resources,Manager,19141.0,3.0,21.0,1914.1,957.05,20098.05,102.0,957.0500000000001
732,Sales,Sales Executive,5405.0,3.0,2.0,540.5,270.25,5675.25,64.0,270.25
733,Research & Development,Manufacturing Director,8793.0,4.0,9.0,879.3000000000001,439.65,9232.65,98.0,439.65000000000003
734,Human Resources,Manager,19189.0,3.0,22.0,1918.9,959.45,20148.45,104.0,959.45
738,Sales,Sales Representative,3875.0,3.0,2.0,387.5,193.75,4068.75,64.0,193.75
741,Research & Development,Research Scientist,2216.0,3.0,7.0,221.6,110.8,2326.7999999999997,74.0,110.80000000000001
742,Research & Development,Research Director,11713.0,3.0,8.0,1171.3,585.65,12298.65,76.0,585.65
743,Research & Development,Manufacturing Director,7861.0,3.0,1.0,786.1,393.05,8254.050000000001,62.0,393.05
744,Research & Development,Laboratory Technician,3708.0,3.0,5.0,370.8,185.4,3893.4,70.0,185.4
746,Sales,Sales Executive,13770.0,3.0,22.0,1377.0,688.5,14458.5,104.0,688.5
747,Sales,Sales Executive,5304.0,4.0,8.0,530.4,265.2,5569.2,96.0,265.2
749,Sales,Sales Representative,2642.0,3.0,1.0,264.2,132.1,2774.1,62.0,132.1
752,Research & Development,Research Scientist,2759.0,3.0,2.0,275.90000000000003,137.95000000000002,2896.9500000000003,64.0,137.95000000000002
754,Sales,Sales Executive,6804.0,3.0,2.0,680.4000000000001,340.20000000000005,7144.2,64.0,340.20000000000005
757,Research & Development,Healthcare Representative,6142.0,3.0,5.0,614.2,307.1,6449.099999999999,70.0,307.1
758,Research & Development,Laboratory Technician,2500.0,3.0,4.0,250.0,125.0,2625.0,68.0,125.0
760,Human Resources,Human Resources,6389.0,3.0,8.0,638.9000000000001,319.45000000000005,6708.45,76.0,319.45000000000005
762,Research & Development,Healthcare Representative,11103.0,3.0,10.0,1110.3,555.15,11658.15,80.0,555.15
763,Research & Development,Research Scientist,2342.0,4.0,4.0,234.2,117.1,2459.1,88.0,117.10000000000001
764,Research & Development,Healthcare Representative,6811.0,3.0,7.0,681.1,340.55,7151.55,74.0,340.55
766,Sales,Sales Representative,2297.0,3.0,2.0,229.7,114.85,2411.85,64.0,114.85000000000001
769,Research & Development,Laboratory Technician,2450.0,3.0,2.0,245.0,122.5,2572.5,64.0,122.5
771,Research & Development,Healthcare Representative,5093.0,3.0,1.0,509.3,254.65,5347.650000000001,62.0,254.65
772,Research & Development,Laboratory Technician,5309.0,3.0,10.0,530.9,265.45,5574.45,80.0,265.45
773,Research & Development,Research Scientist,3057.0,3.0,1.0,305.7,152.85,3209.85,62.0,152.85
775,Research & Development,Manufacturing Director,5121.0,3.0,0.0,512.1,256.05,5377.05,60.0,256.05
776,Sales,Manager,16856.0,3.0,34.0,1685.6,842.8000000000001,17698.8,128.0,842.8000000000001
780,Research & Development,Research Scientist,2686.0,3.0,10.0,268.6,134.3,2820.2999999999997,80.0,134.3
781,Sales,Sales Executive,6180.0,4.0,6.0,618.0,309.0,6489.0,92.0,309.0
783,Sales,Sales Representative,6632.0,3.0,8.0,663.2,331.6,6963.599999999999,76.0,331.6
784,Research & Development,Research Scientist,3505.0,3.0,2.0,350.5,175.25,3680.25,64.0,175.25
785,Sales,Sales Executive,6397.0,3.0,5.0,639.7,319.85,6716.849999999999,70.0,319.85
786,Sales,Sales Executive,6274.0,4.0,6.0,627.4000000000001,313.70000000000005,6587.7,92.0,313.70000000000005
787,Research & Development,Manager,19859.0,3.0,5.0,1985.9,992.95,20851.95,70.0,992.95
789,Sales,Sales Executive,7587.0,3.0,10.0,758.7,379.35,7966.35,80.0,379.35
791,Research & Development,Research Scientist,4258.0,3.0,4.0,425.8,212.9,4470.900000000001,68.0,212.9
792,Research & Development,Laboratory Technician,4364.0,3.0,2.0,436.4,218.2,4582.2,64.0,218.20000000000002
793,Research & Development,Healthcare Representative,4335.0,3.0,8.0,433.5,216.75,4551.75,76.0,216.75
796,Sales,Sales Executive,5326.0,3.0,4.0,532.6,266.3,5592.3,68.0,266.3
797,Research & Development,Research Scientist,3280.0,3.0,4.0,328.0,164.0,3444.0,68.0,164.0
799,Research & Development,Manufacturing Director,5485.0,3.0,5.0,548.5,274.25,5759.25,70.0,274.25
800,Sales,Sales Executive,4342.0,3.0,4.0,434.2000000000001,217.1,4559.099999999999,68.0,217.10000000000002
802,Research & Development,Research Scientist,2782.0,3.0,5.0,278.2,139.1,2921.1,70.0,139.1
803,Research & Development,Manufacturing Director,5980.0,3.0,15.0,598.0,299.0,6279.0,90.0,299.0
804,Research & Development,Research Scientist,4381.0,3.0,6.0,438.1,219.05,4600.05,72.0,219.05
805,Sales,Sales Representative,2572.0,3.0,3.0,257.2,128.6,2700.6,66.0,128.6
806,Research & Development,Laboratory Technician,3833.0,4.0,2.0,383.3,191.65,4024.65,84.0,191.65
807,Research & Development,Healthcare Representative,4244.0,4.0,8.0,424.4,212.2,4456.2,96.0,212.20000000000002
808,Sales,Sales Executive,6500.0,3.0,3.0,650.0,325.0,6825.0,66.0,325.0
809,Research & Development,Manager,18430.0,3.0,24.0,1843.0,921.5,19351.5,108.0,921.5
811,Research & Development,Laboratory Technician,1601.0,4.0,0.0,160.10000000000002,80.05000000000001,1681.05,80.0,80.05000000000001
812,Research & Development,Laboratory Technician,2694.0,3.0,1.0,269.40000000000003,134.70000000000002,2828.7000000000003,62.0,134.70000000000002
813,Research & Development,Laboratory Technician,3149.0,4.0,5.0,314.90000000000003,157.45000000000002,3306.4500000000003,90.0,157.45000000000002
815,Research & Development,Research Director,17639.0,3.0,4.0,1763.9,881.95,18520.95,68.0,881.95
816,Research & Development,Laboratory Technician,2319.0,3.0,1.0,231.9,115.95,2434.9500000000003,62.0,115.95
817,Research & Development,Research Director,11691.0,3.0,13.0,1169.1,584.5500000000001,12275.550000000001,86.0,584.5500000000001
819,Sales,Sales Executive,5324.0,3.0,3.0,532.4,266.2,5590.2,66.0,266.2
820,Research & Development,Manager,16752.0,3.0,26.0,1675.2,837.6,17589.600000000002,112.0,837.6
823,Research & Development,Manufacturing Director,5228.0,3.0,9.0,522.8000000000001,261.40000000000003,5489.400000000001,78.0,261.40000000000003
824,Research & Development,Research Scientist,2700.0,4.0,10.0,270.0,135.0,2835.0,100.0,135.0
825,Research & Development,Research Director,19246.0,3.0,31.0,1924.6,962.3,20208.3,122.0,962.3000000000001
826,Research & Development,Research Scientist,2506.0,3.0,2.0,250.6,125.3,2631.2999999999997,64.0,125.30000000000001
827,Research & Development,Manufacturing Director,6062.0,3.0,4.0,606.2,303.1,6365.099999999999,68.0,303.1
828,Research & Development,Research Scientist,4382.0,3.0,2.0,438.2000000000001,219.1,4601.099999999999,64.0,219.10000000000002
829,Human Resources,Human Resources,2143.0,3.0,5.0,214.3,107.15,2250.15,70.0,107.15
830,Research & Development,Manufacturing Director,6162.0,3.0,14.0,616.2,308.1,6470.099999999999,88.0,308.1
832,Research & Development,Laboratory Technician,5094.0,3.0,1.0,509.4,254.7,5348.7,62.0,254.70000000000002
833,Research & Development,Manufacturing Director,6877.0,4.0,0.0,687.7,343.85,7220.849999999999,80.0,343.85
834,Research & Development,Research Scientist,2274.0,3.0,1.0,227.4,113.7,2387.7000000000003,62.0,113.7
836,Research & Development,Manufacturing Director,4434.0,3.0,9.0,443.4,221.7,4655.7,78.0,221.70000000000002
837,Research & Development,Healthcare Representative,6288.0,3.0,4.0,628.8000000000001,314.40000000000003,6602.400000000001,68.0,314.40000000000003
838,Research & Development,Research Scientist,2553.0,3.0,5.0,255.3,127.65,2680.65,70.0,127.65
840,Sales,Sales Executive,7654.0,3.0,9.0,765.4000000000001,382.7000000000001,8036.7,78.0,382.70000000000005
842,Sales,Sales Executive,5160.0,3.0,9.0,516.0,258.0,5418.0,78.0,258.0
843,Research & Development,Research Director,17159.0,4.0,4.0,1715.9,857.95,18016.95,88.0,857.95
844,Research & Development,Research Director,12808.0,3.0,9.0,1280.8000000000002,640.4000000000001,13448.4,78.0,640.4000000000001
845,Research & Development,Manufacturing Director,10221.0,4.0,8.0,1022.1,511.05,10732.050000000001,96.0,511.05
846,Sales,Sales Executive,4779.0,4.0,8.0,477.9,238.95,5017.95,96.0,238.95000000000002
847,Human Resources,Human Resources,3737.0,3.0,3.0,373.7000000000001,186.85,3923.85,66.0,186.85000000000002
848,Research & Development,Research Scientist,2366.0,3.0,8.0,236.6,118.3,2484.2999999999997,76.0,118.30000000000001
850,Research & Development,Research Scientist,1706.0,3.0,0.0,170.60000000000002,85.30000000000001,1791.3,60.0,85.30000000000001
851,Sales,Manager,16307.0,3.0,20.0,1630.7,815.35,17122.350000000002,100.0,815.35
852,Research & Development,Healthcare Representative,5933.0,3.0,5.0,593.3000000000001,296.65000000000003,6229.650000000001,70.0,296.65000000000003
854,Research & Development,Research Scientist,3424.0,3.0,4.0,342.40000000000003,171.20000000000002,3595.2000000000003,68.0,171.20000000000002
855,Sales,Sales Executive,4037.0,4.0,9.0,403.7000000000001,201.85,4238.849999999999,98.0,201.85000000000002
856,Research & Development,Research Scientist,2559.0,3.0,6.0,255.9,127.95,2686.9500000000003,72.0,127.95
857,Sales,Sales Executive,6201.0,3.0,18.0,620.1,310.05,6511.05,96.0,310.05
859,Sales,Sales Executive,4403.0,3.0,5.0,440.3,220.15,4623.150000000001,70.0,220.15
861,Research & Development,Research Scientist,3761.0,3.0,5.0,376.1,188.05,3949.05,70.0,188.05
862,Sales,Sales Executive,10934.0,3.0,5.0,1093.4,546.7,11480.699999999999,70.0,546.7
864,Sales,Sales Executive,10761.0,3.0,5.0,1076.1,538.0500000000001,11299.050000000001,70.0,538.0500000000001
865,Research & Development,Research Scientist,5175.0,3.0,5.0,517.5,258.75,5433.75,70.0,258.75
867,Research & Development,Manufacturing Director,13826.0,4.0,9.0,1382.6,691.3000000000001,14517.300000000001,98.0,691.3000000000001
868,Sales,Sales Executive,6334.0,3.0,1.0,633.4000000000001,316.70000000000005,6650.7,62.0,316.70000000000005
869,Human Resources,Human Resources,4936.0,3.0,5.0,493.6,246.8,5182.8,70.0,246.8
872,Research & Development,Manufacturing Director,4775.0,4.0,2.0,477.5,238.75,5013.75,84.0,238.75
874,Research & Development,Laboratory Technician,2818.0,4.0,3.0,281.8,140.9,2958.9,86.0,140.9
875,Research & Development,Research Scientist,2515.0,3.0,2.0,251.5,125.75,2640.75,64.0,125.75
878,Human Resources,Human Resources,2342.0,4.0,5.0,234.2,117.1,2459.1,90.0,117.10000000000001
879,Sales,Sales Executive,4194.0,3.0,5.0,419.4,209.7,4403.7,70.0,209.70000000000002
880,Research & Development,Manufacturing Director,10685.0,4.0,17.0,1068.5,534.25,11219.25,114.0,534.25
881,Research & Development,Research Scientist,2022.0,3.0,10.0,202.2,101.1,2123.1,80.0,101.10000000000001
882,Research & Development,Laboratory Technician,2314.0,3.0,3.0,231.4,115.7,2429.7000000000003,66.0,115.7
885,Sales,Sales Executive,4256.0,3.0,5.0,425.6,212.8,4468.8,70.0,212.8
887,Research & Development,Research Scientist,3580.0,3.0,4.0,358.0,179.0,3759.0,68.0,179.0
888,Research & Development,Laboratory Technician,3162.0,3.0,5.0,316.20000000000005,158.10000000000002,3320.1,70.0,158.10000000000002
889,Sales,Sales Executive,6524.0,3.0,10.0,652.4000000000001,326.20000000000005,6850.2,80.0,326.20000000000005
893,Sales,Sales Representative,2899.0,3.0,2.0,289.90000000000003,144.95000000000002,3043.9500000000003,64.0,144.95000000000002
894,Research & Development,Laboratory Technician,5231.0,3.0,5.0,523.1,261.55,5492.55,70.0,261.55
895,Research & Development,Research Scientist,2356.0,3.0,6.0,235.6,117.8,2473.7999999999997,72.0,117.80000000000001
896,Sales,Sales Representative,2800.0,3.0,3.0,280.0,140.0,2940.0,66.0,140.0
897,Sales,Sales Executive,11836.0,3.0,2.0,1183.6,591.8000000000001,12427.800000000001,64.0,591.8000000000001
899,Research & Development,Manufacturing Director,10903.0,3.0,13.0,1090.3,545.15,11448.15,86.0,545.15
900,Sales,Sales Representative,2973.0,3.0,5.0,297.3,148.65,3121.65,70.0,148.65
901,Research & Development,Research Director,14275.0,3.0,12.0,1427.5,713.75,14988.75,84.0,713.75
902,Research & Development,Healthcare Representative,5562.0,3.0,5.0,556.2,278.1,5840.099999999999,70.0,278.1
903,Sales,Sales Executive,4537.0,4.0,7.0,453.7000000000001,226.85,4763.849999999999,94.0,226.85000000000002
904,Sales,Sales Executive,7642.0,3.0,10.0,764.2,382.1,8024.1,80.0,382.1
905,Research & Development,Manager,17924.0,3.0,31.0,1792.4,896.2,18820.2,122.0,896.2
909,Human Resources,Human Resources,5204.0,3.0,5.0,520.4,260.2,5464.2,70.0,260.2
910,Human Resources,Human Resources,2277.0,3.0,4.0,227.7,113.85,2390.85,68.0,113.85000000000001
911,Research & Development,Laboratory Technician,2795.0,4.0,1.0,279.5,139.75,2934.75,82.0,139.75
912,Research & Development,Laboratory Technician,2532.0,3.0,4.0,253.2,126.6,2658.6,68.0,126.60000000000001
913,Research & Development,Research Scientist,2559.0,3.0,8.0,255.9,127.95,2686.9500000000003,76.0,127.95
916,Sales,Sales Executive,4908.0,3.0,4.0,490.8,245.4,5153.400000000001,68.0,245.4
918,Research & Development,Laboratory Technician,2380.0,3.0,1.0,238.0,119.0,2499.0,62.0,119.0
920,Research & Development,Manufacturing Director,4765.0,4.0,1.0,476.5,238.25,5003.25,82.0,238.25
922,Sales,Sales Representative,2044.0,3.0,2.0,204.4,102.2,2146.2000000000003,64.0,102.2
923,Research & Development,Research Scientist,2693.0,3.0,1.0,269.3,134.65,2827.65,62.0,134.65
924,Research & Development,Healthcare Representative,6586.0,3.0,16.0,658.6,329.3,6915.3,92.0,329.3
925,Sales,Sales Representative,3294.0,3.0,3.0,329.40000000000003,164.70000000000002,3458.7000000000003,66.0,164.70000000000002
926,Research & Development,Manufacturing Director,4171.0,3.0,3.0,417.1,208.55,4379.55,66.0,208.55
927,Research & Development,Laboratory Technician,2778.0,3.0,7.0,277.8,138.9,2916.9,74.0,138.9
930,Research & Development,Research Scientist,2377.0,3.0,2.0,237.7,118.85,2495.85,64.0,118.85000000000001
932,Research & Development,Laboratory Technician,2404.0,4.0,2.0,240.4,120.2,2524.2000000000003,84.0,120.2
933,Research & Development,Research Scientist,2318.0,3.0,1.0,231.8,115.9,2433.9,62.0,115.9
934,Research & Development,Laboratory Technician,2008.0,3.0,1.0,200.8,100.4,2108.4,62.0,100.4
936,Sales,Sales Executive,6244.0,3.0,5.0,624.4000000000001,312.20000000000005,6556.2,70.0,312.20000000000005
939,Research & Development,Research Scientist,2799.0,3.0,3.0,279.90000000000003,139.95000000000002,2938.9500000000003,66.0,139.95000000000002
940,Research & Development,Healthcare Representative,10552.0,3.0,6.0,1055.2,527.6,11079.6,72.0,527.6
941,Sales,Sales Representative,2329.0,3.0,7.0,232.9,116.45,2445.4500000000003,74.0,116.45
942,Research & Development,Healthcare Representative,4014.0,4.0,10.0,401.4,200.7,4214.7,100.0,200.70000000000002
944,Research & Development,Laboratory Technician,7403.0,3.0,26.0,740.3000000000001,370.15,7773.150000000001,112.0,370.15000000000003
945,Research & Development,Research Scientist,2259.0,3.0,0.0,225.9,112.95,2371.9500000000003,60.0,112.95
947,Sales,Sales Executive,6932.0,3.0,9.0,693.2,346.6,7278.599999999999,78.0,346.6
949,Research & Development,Research Scientist,4678.0,3.0,6.0,467.8,233.9,4911.900000000001,72.0,233.9
950,Research & Development,Research Director,13582.0,3.0,15.0,1358.2,679.1,14261.1,90.0,679.1
951,Research & Development,Laboratory Technician,2332.0,4.0,3.0,233.2,116.6,2448.6,86.0,116.60000000000001
952,Sales,Sales Representative,2413.0,3.0,1.0,241.3,120.65,2533.65,62.0,120.65
954,Sales,Sales Executive,9705.0,3.0,1.0,970.5,485.25,10190.25,62.0,485.25
956,Sales,Sales Executive,4294.0,3.0,7.0,429.4,214.7,4508.7,74.0,214.70000000000002
957,Research & Development,Laboratory Technician,4721.0,3.0,18.0,472.1,236.05,4957.05,96.0,236.05
958,Research & Development,Laboratory Technician,2519.0,4.0,11.0,251.9,125.95,2644.9500000000003,102.0,125.95
959,Sales,Sales Representative,2121.0,3.0,1.0,212.1,106.05,2227.0499999999997,62.0,106.05000000000001
960,Research & Development,Laboratory Technician,2973.0,3.0,1.0,297.3,148.65,3121.65,62.0,148.65
961,Research & Development,Healthcare Representative,5855.0,3.0,9.0,585.5,292.75,6147.75,78.0,292.75
964,Research & Development,Research Scientist,3617.0,3.0,1.0,361.7000000000001,180.85,3797.8500000000004,62.0,180.85000000000002
966,Research & Development,Manufacturing Director,6725.0,3.0,8.0,672.5,336.25,7061.25,76.0,336.25
967,Sales,Sales Executive,10325.0,3.0,16.0,1032.5,516.25,10841.25,92.0,516.25
969,Research & Development,Healthcare Representative,6949.0,3.0,5.0,694.9000000000001,347.45000000000005,7296.45,70.0,347.45000000000005
970,Sales,Sales Executive,10609.0,3.0,14.0,1060.9,530.45,11139.449999999999,88.0,530.45
972,Research & Development,Laboratory Technician,4447.0,3.0,9.0,444.7000000000001,222.35,4669.349999999999,78.0,222.35000000000002
974,Sales,Sales Representative,2157.0,3.0,3.0,215.7,107.85,2264.85,66.0,107.85000000000001
975,Sales,Sales Executive,4601.0,3.0,5.0,460.1,230.05,4831.05,70.0,230.05
976,Research & Development,Manager,17099.0,3.0,9.0,1709.9,854.95,17953.95,78.0,854.95
977,Research & Development,Research Scientist,2479.0,4.0,1.0,247.9,123.95,2602.9500000000003,82.0,123.95
981,Sales,Manager,14852.0,3.0,17.0,1485.2,742.6,15594.6,94.0,742.6
982,Sales,Sales Executive,7264.0,3.0,8.0,726.4000000000001,363.2000000000001,7627.2,76.0,363.20000000000005
983,Sales,Sales Executive,5666.0,3.0,5.0,566.6,283.3,5949.3,70.0,283.3
984,Sales,Sales Executive,7823.0,3.0,10.0,782.3000000000001,391.15,8214.15,80.0,391.15000000000003
985,Sales,Sales Executive,7880.0,3.0,8.0,788.0,394.0,8274.0,76.0,394.0
986,Sales,Sales Executive,13194.0,3.0,1.0,1319.4,659.7,13853.699999999999,62.0,659.7
987,Research & Development,Manufacturing Director,5067.0,3.0,19.0,506.7000000000001,253.35,5320.349999999999,98.0,253.35000000000002
990,Sales,Sales Executive,5079.0,3.0,7.0,507.9,253.95,5332.95,74.0,253.95000000000002
991,Research & Development,Research Scientist,2321.0,4.0,3.0,232.1,116.05,2437.0499999999997,86.0,116.05000000000001
992,Sales,Manager,17444.0,3.0,10.0,1744.4,872.2,18316.2,80.0,872.2
994,Research & Development,Research Scientist,2404.0,4.0,0.0,240.4,120.2,2524.2000000000003,80.0,120.2
995,Research & Development,Research Scientist,3452.0,3.0,3.0,345.20000000000005,172.60000000000002,3624.6,66.0,172.60000000000002
996,Research & Development,Laboratory Technician,2270.0,3.0,5.0,227.0,113.5,2383.5,70.0,113.5
997,Research & Development,Research Director,17399.0,4.0,5.0,1739.9,869.95,18268.95,90.0,869.95
998,Research & Development,Healthcare Representative,5488.0,3.0,6.0,548.8000000000001,274.40000000000003,5762.400000000001,72.0,274.40000000000003
999,Research & Development,Research Director,19419.0,3.0,18.0,1941.9,970.95,20389.95,96.0,970.95
1001,Research & Development,Laboratory Technician,2811.0,3.0,2.0,281.1,140.55,2951.5499999999997,64.0,140.55
1002,Research & Development,Laboratory Technician,3633.0,3.0,9.0,363.3,181.65,3814.65,78.0,181.65
1003,Sales,Sales Executive,4163.0,3.0,9.0,416.3,208.15,4371.150000000001,78.0,208.15
1004,Research & Development,Research Scientist,2132.0,3.0,5.0,213.2,106.6,2238.6,70.0,106.60000000000001
1005,Research & Development,Manufacturing Director,13973.0,3.0,12.0,1397.3000000000002,698.6500000000001,14671.65,84.0,698.6500000000001
1006,Research & Development,Research Scientist,2684.0,3.0,2.0,268.40000000000003,134.20000000000002,2818.2000000000003,64.0,134.20000000000002
1007,Research & Development,Manufacturing Director,10845.0,3.0,8.0,1084.5,542.25,11387.25,76.0,542.25
1009,Research & Development,Manufacturing Director,4377.0,3.0,4.0,437.7000000000001,218.85,4595.849999999999,68.0,218.85000000000002
1010,Research & Development,Laboratory Technician,3743.0,4.0,4.0,374.3,187.15,3930.15,88.0,187.15
1011,Research & Development,Manufacturing Director,4148.0,3.0,4.0,414.8,207.4,4355.400000000001,68.0,207.4
1012,Research & Development,Research Scientist,1051.0,3.0,0.0,105.1,52.55,1103.55,60.0,52.550000000000004
1013,Research & Development,Manufacturing Director,10739.0,3.0,10.0,1073.9,536.95,11275.949999999999,80.0,536.95
1014,Research & Development,Healthcare Representative,10388.0,3.0,16.0,1038.8,519.4,10907.4,92.0,519.4
1015,Research & Development,Research Director,11416.0,3.0,8.0,1141.6,570.8000000000001,11986.800000000001,76.0,570.8000000000001
1016,Research & Development,Research Scientist,2600.0,3.0,1.0,260.0,130.0,2730.0,62.0,130.0
1017,Research & Development,Laboratory Technician,2422.0,3.0,3.0,242.2,121.1,2543.1,66.0,121.10000000000001
1018,Research & Development,Manufacturing Director,5472.0,3.0,8.0,547.2,273.6,5745.599999999999,76.0,273.6
1019,Research & Development,Laboratory Technician,2451.0,3.0,4.0,245.1,122.55,2573.5499999999997,68.0,122.55000000000001
1022,Research & Development,Healthcare Representative,4240.0,3.0,2.0,424.0,212.0,4452.0,64.0,212.0
1024,Research & Development,Healthcare Representative,10999.0,3.0,15.0,1099.9,549.95,11548.949999999999,90.0,549.95
1025,Research & Development,Manufacturing Director,5003.0,3.0,2.0,500.3,250.15,5253.150000000001,64.0,250.15
1026,Research & Development,Manufacturing Director,12742.0,3.0,21.0,1274.2,637.1,13379.1,102.0,637.1
1027,Research & Development,Manufacturing Director,4227.0,3.0,3.0,422.7000000000001,211.35,4438.349999999999,66.0,211.35000000000002
1028,Research & Development,Laboratory Technician,3917.0,4.0,3.0,391.7000000000001,195.85,4112.849999999999,86.0,195.85000000000002
1029,Sales,Manager,18303.0,3.0,1.0,1830.3,915.15,19218.149999999998,62.0,915.1500000000001
1030,Research & Development,Laboratory Technician,2380.0,3.0,1.0,238.0,119.0,2499.0,62.0,119.0
1032,Research & Development,Manufacturing Director,13726.0,3.0,5.0,1372.6,686.3000000000001,14412.300000000001,70.0,686.3000000000001
1033,Research & Development,Healthcare Representative,4777.0,3.0,1.0,477.7000000000001,238.85,5015.849999999999,62.0,238.85000000000002
1034,Research & Development,Healthcare Representative,6385.0,3.0,8.0,638.5,319.25,6704.25,76.0,319.25
1035,Research & Development,Research Director,19973.0,4.0,21.0,1997.3,998.65,20971.649999999998,122.0,998.6500000000001
1036,Sales,Sales Executive,6861.0,3.0,1.0,686.1,343.05,7204.05,62.0,343.05
1037,Sales,Sales Executive,4969.0,3.0,2.0,496.9,248.45,5217.45,64.0,248.45000000000002
1038,Sales,Manager,19845.0,3.0,32.0,1984.5,992.25,20837.25,124.0,992.25
1039,Sales,Sales Executive,13320.0,3.0,12.0,1332.0,666.0,13986.0,84.0,666.0
1040,Sales,Sales Executive,6347.0,3.0,18.0,634.7,317.35,6664.349999999999,96.0,317.35
1042,Research & Development,Laboratory Technician,2743.0,3.0,17.0,274.3,137.15,2880.15,94.0,137.15
1043,Research & Development,Manufacturing Director,10880.0,3.0,21.0,1088.0,544.0,11424.0,102.0,544.0
1044,Sales,Sales Representative,2342.0,3.0,2.0,234.2,117.1,2459.1,64.0,117.10000000000001
1045,Sales,Manager,17650.0,3.0,9.0,1765.0,882.5,18532.5,78.0,882.5
1046,Research & Development,Laboratory Technician,4025.0,3.0,8.0,402.5,201.25,4226.25,76.0,201.25
1047,Sales,Sales Executive,9725.0,3.0,15.0,972.5,486.25,10211.25,90.0,486.25
1048,Sales,Manager,11904.0,3.0,6.0,1190.4,595.2,12499.199999999999,72.0,595.2
1049,Human Resources,Human Resources,2177.0,3.0,6.0,217.7,108.85,2285.85,72.0,108.85000000000001
1050,Sales,Sales Executive,7525.0,3.0,15.0,752.5,376.25,7901.25,90.0,376.25
1052,Research & Development,Laboratory Technician,4834.0,3.0,1.0,483.4,241.7,5075.7,62.0,241.70000000000002
1053,Research & Development,Research Scientist,2042.0,3.0,3.0,204.2,102.1,2144.1,66.0,102.10000000000001
1055,Sales,Sales Representative,2220.0,3.0,1.0,222.0,111.0,2331.0,62.0,111.0
1056,Sales,Sales Representative,1052.0,4.0,1.0,105.2,52.6,1104.6000000000001,82.0,52.6
1060,Research & Development,Research Scientist,2821.0,3.0,2.0,282.1,141.05,2962.0499999999997,64.0,141.05
1061,Research & Development,Research Director,19237.0,3.0,8.0,1923.7,961.85,20198.850000000002,76.0,961.85
1062,Research & Development,Healthcare Representative,4107.0,3.0,4.0,410.7000000000001,205.35,4312.349999999999,68.0,205.35000000000002
1066,Sales,Sales Executive,8396.0,3.0,7.0,839.6,419.8,8815.800000000001,74.0,419.8
1068,Research & Development,Research Scientist,2007.0,3.0,5.0,200.7,100.35,2107.35,70.0,100.35000000000001
1069,Research & Development,Research Director,19627.0,3.0,2.0,1962.7,981.35,20608.350000000002,64.0,981.35
1070,Sales,Sales Executive,10686.0,3.0,9.0,1068.6,534.3000000000001,11220.300000000001,78.0,534.3000000000001
1071,Research & Development,Research Scientist,2942.0,3.0,5.0,294.2,147.1,3089.1,70.0,147.1
1073,Research & Development,Manufacturing Director,8858.0,3.0,14.0,885.8000000000001,442.9,9300.9,88.0,442.90000000000003
1074,Research & Development,Manager,16756.0,3.0,9.0,1675.6,837.8000000000001,17593.8,78.0,837.8000000000001
1076,Sales,Sales Executive,10798.0,3.0,1.0,1079.8,539.9,11337.9,62.0,539.9
1077,Sales,Sales Representative,2323.0,3.0,2.0,232.3,116.15,2439.15,64.0,116.15
1079,Research & Development,Laboratory Technician,1416.0,3.0,1.0,141.6,70.8,1486.8,62.0,70.8
1080,Research & Development,Research Scientist,4615.0,4.0,16.0,461.5,230.75,4845.75,112.0,230.75
1081,Research & Development,Research Scientist,2461.0,3.0,10.0,246.1,123.05,2584.0499999999997,80.0,123.05000000000001
1082,Research & Development,Healthcare Representative,8722.0,3.0,10.0,872.2,436.1,9158.1,80.0,436.1
1083,Research & Development,Laboratory Technician,3955.0,3.0,5.0,395.5,197.75,4152.75,70.0,197.75
1084,Research & Development,Manufacturing Director,9957.0,3.0,6.0,995.7,497.85,10454.85,72.0,497.85
1085,Research & Development,Research Scientist,3376.0,3.0,10.0,337.6,168.8,3544.7999999999997,80.0,168.8
